,cluster,Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs)
E01025544,5,4
E01025545,7,9
E01025546,6,7
E01025547,1,8
E01025548,6,6
E01025549,1,8
E01025550,7,8
E01025551,7,8
E01025552,7,9
E01025553,1,9
E01025554,5,3
E01025555,6,6
E01025556,5,4
E01025557,6,7
E01025558,7,9
E01025559,6,7
E01025560,7,9
E01025561,1,8
E01025562,2,6
E01025563,6,7
E01025564,6,8
E01025565,6,7
E01025566,7,9
E01025567,5,4
E01025568,6,7
E01025569,7,9
E01025570,9,1
E01025571,4,3
E01025572,5,4
E01025573,8,5
E01025574,9,1
E01025575,10,1
E01025576,6,7
E01025577,4,3
E01025578,4,2
E01025579,9,1
E01025580,5,5
E01025581,4,2
E01025582,10,1
E01025583,9,1
E01025584,10,1
E01025585,1,6
E01025586,6,7
E01025587,5,4
E01025588,5,4
E01025589,5,5
E01025590,10,1
E01025591,5,5
E01025592,10,1
E01025593,6,6
E01025594,6,7
E01025595,7,9
E01025596,7,8
E01025597,6,7
E01025598,6,5
E01025599,6,7
E01025600,7,9
E01025601,7,8
E01025602,7,8
E01025603,6,7
E01025604,8,5
E01025605,5,4
E01025606,10,1
E01025607,8,6
E01025608,6,6
E01025609,1,7
E01025610,6,5
E01025611,7,8
E01025612,6,8
E01025613,6,8
E01025614,7,9
E01025615,7,10
E01025616,7,10
E01025617,7,9
E01025618,6,7
E01025619,7,9
E01025620,6,7
E01025621,1,8
E01025622,7,8
E01025623,6,7
E01025624,7,10
E01025625,5,5
E01025626,6,7
E01025627,6,6
E01025629,6,6
E01025630,1,8
E01025631,7,8
E01025632,7,10
E01025633,7,8
E01025634,7,9
E01025635,6,7
E01025636,6,7
E01025637,6,8
E01025638,7,10
E01025639,7,9
E01025640,7,9
E01025641,7,10
E01025642,7,9
E01025643,7,8
E01025644,6,8
E01025645,1,8
E01025646,6,5
E01025647,6,7
E01025648,7,10
E01025649,7,10
E01025650,7,10
E01025651,7,10
E01025652,6,6
E01025653,6,5
E01025654,6,7
E01025655,6,5
E01025656,6,5
E01025657,6,6
E01025658,7,8
E01025659,6,6
E01025660,7,8
E01025661,7,10
E01025662,5,5
E01025663,6,8
E01025664,7,7
E01025665,7,10
E01025666,5,4
E01025667,6,5
E01025668,1,9
E01025669,1,9
E01025670,6,6
E01025671,7,9
E01025672,7,9
E01025673,6,7
E01025674,6,7
E01025675,7,9
E01025676,7,10
E01025677,6,7
E01025678,7,10
E01025679,7,8
E01025680,7,10
E01025681,7,8
E01025682,6,7
E01025683,6,6
E01025684,7,8
E01025685,6,8
E01025686,7,9
E01025687,1,8
E01025688,7,9
E01025689,6,5
E01025690,6,7
E01025692,7,8
E01025693,7,9
E01025695,7,10
E01025696,7,10
E01025697,5,3
E01025698,7,9
E01025699,10,1
E01025700,4,2
E01025701,4,2
E01025702,7,7
E01025703,8,4
E01025704,6,6
E01025705,5,3
E01025706,5,3
E01025707,7,10
E01025708,7,10
E01025709,7,10
E01025710,7,10
E01025711,7,10
E01025712,7,10
E01025713,7,10
E01025714,7,10
E01025715,5,3
E01025716,5,5
E01025717,5,3
E01025718,5,4
E01025719,7,8
E01025720,7,7
E01025721,7,8
E01025722,6,5
E01025723,6,6
E01025724,7,7
E01025725,9,1
E01025726,7,9
E01025727,5,3
E01025728,7,8
E01025729,1,10
E01025730,1,8
E01025731,7,8
E01025732,1,8
E01025733,7,9
E01025734,7,10
E01025735,7,7
E01025736,1,9
E01025737,7,10
E01025738,1,9
E01025739,7,8
E01025740,6,6
E01025741,7,10
E01025742,5,4
E01025743,6,7
E01025744,7,9
E01025745,6,7
E01025746,6,6
E01025747,6,5
E01025748,6,7
E01025749,6,5
E01025750,7,9
E01025751,6,7
E01025752,6,6
E01025753,5,3
E01025754,7,9
E01025755,7,8
E01025756,6,6
E01025757,1,7
E01025758,7,9
E01025759,6,6
E01025760,1,8
E01025761,7,10
E01025762,6,5
E01025763,6,6
E01025764,7,8
E01025765,6,7
E01025766,5,4
E01025767,6,7
E01025768,7,9
E01025769,7,10
E01025770,1,8
E01025771,1,8
E01025772,7,10
E01025773,7,10
E01025774,7,10
E01025775,6,8
E01025776,7,10
E01025777,1,8
E01025778,7,9
E01025779,7,9
E01025780,7,10
E01025781,1,9
E01025782,7,10
E01025783,7,10
E01025784,1,8
E01025785,7,9
E01025786,6,8
E01025787,7,10
E01025788,2,6
E01025789,5,4
E01025790,7,10
E01025791,6,8
E01025792,6,8
E01025793,7,8
E01025794,7,10
E01025795,6,8
E01025796,6,6
E01025797,7,10
E01025798,7,10
E01025799,7,10
E01025800,7,10
E01025801,6,7
E01025802,7,10
E01025803,7,10
E01025804,7,8
E01025805,7,9
E01025806,5,3
E01025807,7,8
E01025808,1,8
E01025809,1,9
E01025810,1,8
E01025812,6,7
E01025813,7,10
E01025814,7,10
E01025815,2,6
E01025816,7,9
E01025817,1,9
E01025818,2,5
E01025819,6,7
E01025820,7,9
E01025821,6,6
E01025822,5,3
E01025823,5,4
E01025824,6,5
E01025825,6,7
E01025826,6,7
E01025827,5,4
E01025828,7,9
E01025829,5,3
E01025830,6,7
E01025831,7,9
E01025832,7,10
E01025833,7,9
E01025834,7,10
E01025835,7,10
E01025836,7,9
E01025837,1,9
E01025838,7,10
E01025839,7,8
E01025840,6,7
E01025841,6,7
E01025842,6,5
E01025843,5,4
E01025844,5,3
E01025845,7,10
E01025846,7,10
E01025847,7,10
E01025848,6,7
E01025849,5,4
E01025850,6,6
E01025851,7,8
E01025852,5,3
E01025853,7,8
E01025854,1,8
E01025855,6,7
E01025856,4,2
E01025857,7,8
E01025858,6,5
E01025859,7,10
E01025860,1,9
E01025861,6,8
E01025862,7,9
E01025863,6,5
E01025864,7,8
E01025865,5,5
E01025866,5,3
E01025867,6,5
E01025868,6,8
E01025869,7,9
E01025870,7,9
E01025871,7,7
E01025872,7,10
E01025873,1,8
E01025874,6,6
E01025875,6,5
E01025876,1,9
E01025877,7,9
E01025878,1,5
E01025879,6,5
E01025880,7,10
E01025881,1,8
E01025882,2,7
E01025883,7,9
E01025884,6,6
E01025885,7,10
E01025886,7,9
E01025887,2,5
E01025888,2,8
E01025889,1,7
E01025890,7,8
E01025891,7,10
E01025892,1,9
E01025893,7,9
E01025894,5,4
E01025895,6,7
E01025896,7,10
E01025897,6,6
E01025898,6,7
E01025899,6,6
E01025900,5,3
E01025901,7,9
E01025902,7,10
E01025903,6,6
E01025904,7,10
E01025905,5,3
E01025906,1,10
E01025907,5,4
E01025908,7,9
E01025909,2,7
E01025910,2,7
E01025911,7,8
E01025912,2,6
E01025913,1,8
E01025914,1,10
E01025915,7,9
E01025916,7,10
E01025917,7,9
E01025918,5,4
E01025919,6,6
E01025920,6,5
E01025921,7,9
E01025923,7,8
E01025924,1,7
E01025925,6,6
E01025926,7,8
E01025927,5,5
E01025928,7,10
E01025929,6,6
E01025930,5,4
E01025931,5,4
E01025932,9,1
E01025933,5,4
E01025934,9,1
E01025935,7,8
E01025936,5,4
E01025937,6,7
E01025938,6,7
E01025939,6,7
E01025940,6,6
E01025941,6,7
E01025942,6,8
E01025943,5,4
E01025944,7,10
E01025945,7,9
E01025946,7,8
E01025947,7,9
E01025948,7,9
E01025949,5,3
E01025950,5,3
E01025951,1,8
E01025952,6,7
E01025953,5,4
E01025954,1,8
E01025955,1,9
E01025956,6,7
E01025957,5,5
E01025958,6,7
E01025959,7,8
E01025960,6,7
E01025961,7,9
E01025962,5,4
E01025963,6,7
E01025964,1,7
E01025965,8,5
E01025966,5,5
E01025967,7,8
E01025968,7,9
E01025969,6,7
E01025970,7,10
E01025971,7,9
E01025972,7,9
E01025973,1,10
E01025974,7,9
E01025975,7,9
E01025976,5,4
E01025977,6,7
E01025978,6,7
E01025979,7,9
E01025980,7,9
E01025981,7,9
E01025982,7,10
E01025983,7,8
E01025984,7,9
E01025985,6,7
E01025986,6,6
E01025987,4,3
E01025988,5,4
E01025989,5,3
E01025990,7,8
E01025991,7,9
E01025992,5,3
E01025993,6,7
E01025994,5,3
E01025995,6,6
E01025997,4,3
E01025998,1,9
E01025999,6,5
E01026000,7,9
E01026001,7,9
E01026003,6,5
E01026004,7,10
E01026005,6,6
E01026006,5,3
E01026007,6,8
E01026008,8,3
E01026009,3,3
E01026010,9,1
E01026011,5,3
E01026012,4,3
E01026013,6,7
E01026014,1,7
E01026015,6,8
E01026016,5,4
E01026017,3,3
E01026018,1,5
E01026019,5,4
E01026020,6,6
E01026021,6,6
E01026022,7,9
E01026023,5,3
E01026024,5,3
E01026025,5,4
E01026026,4,2
E01026027,6,5
E01026028,5,4
E01026029,6,7
E01026030,4,2
E01026031,6,6
E01026032,6,4
E01026033,2,3
E01026034,5,4
E01026035,1,8
E01026036,8,4
E01026037,4,2
E01026038,1,8
E01026039,6,6
E01026040,6,6
E01026041,4,3
E01026042,4,3
E01026043,5,3
E01026044,5,4
E01026045,5,4
E01026046,4,2
E01026047,6,6
E01026048,10,1
E01026049,4,2
E01026050,4,2
E01026051,6,7
E01026052,6,5
E01026053,7,8
E01026054,6,5
E01026055,3,4
E01026056,3,2
E01026057,2,4
E01026058,6,6
E01026059,5,3
E01026060,3,3
E01026061,7,9
E01026062,6,7
E01026063,7,9
E01026064,4,3
E01026065,6,8
E01026066,6,7
E01026067,5,4
E01026068,2,3
E01026069,9,1
E01026070,2,4
E01026071,2,4
E01026072,10,1
E01026073,10,1
E01026074,10,1
E01026075,2,3
E01026076,6,5
E01026077,4,3
E01026078,5,3
E01026079,5,4
E01026080,6,7
E01026081,5,4
E01026082,2,4
E01026083,10,1
E01026084,4,2
E01026085,4,3
E01026087,4,2
E01026088,6,7
E01026089,6,7
E01026090,5,4
E01026091,6,7
E01026092,9,1
E01026093,10,1
E01026094,9,1
E01026095,4,2
E01026096,6,7
E01026097,4,2
E01026098,6,6
E01026099,3,2
E01026100,6,6
E01026101,4,2
E01026102,3,3
E01026103,4,2
E01026104,4,3
E01026105,2,4
E01026106,6,8
E01026107,2,5
E01026108,9,2
E01026109,9,1
E01026110,3,2
E01026111,3,2
E01026112,10,1
E01026113,3,2
E01026114,9,1
E01026115,9,1
E01026116,4,2
E01026117,3,3
E01026118,7,9
E01026119,7,9
E01026120,6,6
E01026121,3,4
E01026122,8,3
E01026123,4,3
E01026124,5,3
E01026125,5,4
E01026126,9,1
E01026127,9,1
E01026128,6,6
E01026129,10,1
E01026130,6,7
E01026131,5,3
E01026132,6,5
E01026133,6,5
E01026134,5,3
E01026135,6,6
E01026136,7,9
E01026137,6,7
E01026138,7,8
E01026139,7,9
E01026140,5,4
E01026141,7,8
E01026142,4,2
E01026143,8,6
E01026144,6,5
E01026145,7,7
E01026146,5,4
E01026147,6,7
E01026148,6,5
E01026149,9,1
E01026150,9,1
E01026151,6,6
E01026152,10,1
E01026153,6,7
E01026154,4,2
E01026155,1,8
E01026156,4,2
E01026157,9,1
E01026158,6,6
E01026159,6,6
E01026160,7,8
E01026161,4,2
E01026162,5,5
E01026163,6,7
E01026164,7,9
E01026165,9,2
E01026166,4,2
E01026167,7,8
E01026168,9,1
E01026169,5,3
E01026170,4,2
E01026171,7,8
E01026172,4,2
E01026173,10,1
E01026174,5,4
E01026175,4,2
E01026176,9,1
E01026177,5,3
E01026178,8,4
E01026179,1,7
E01026180,6,4
E01026182,7,9
E01026183,5,3
E01026184,7,10
E01026185,6,8
E01026186,7,10
E01026187,7,10
E01026188,6,8
E01026189,7,10
E01026190,5,4
E01026191,1,7
E01026192,2,5
E01026193,1,7
E01026194,7,9
E01026195,1,9
E01026196,7,9
E01026197,7,9
E01026198,7,10
E01026199,1,6
E01026200,1,8
E01026201,6,5
E01026202,6,8
E01026203,7,10
E01026204,7,10
E01026205,6,6
E01026206,7,10
E01026207,2,3
E01026208,1,7
E01026209,1,9
E01026210,6,6
E01026211,7,9
E01026212,6,8
E01026213,5,5
E01026214,7,9
E01026215,7,9
E01026218,6,7
E01026219,7,8
E01026220,6,6
E01026221,2,5
E01026222,6,8
E01026223,7,9
E01026224,5,4
E01026225,7,9
E01026226,7,9
E01026227,5,4
E01026228,6,8
E01026229,7,9
E01026230,5,4
E01026231,7,9
E01026232,5,5
E01026233,7,10
E01026234,1,9
E01026235,5,3
E01026236,6,7
E01026237,6,8
E01026238,1,8
E01026239,6,6
E01026240,6,7
E01026241,2,5
E01026242,6,7
E01026243,5,5
E01026244,6,6
E01026245,6,4
E01026246,3,3
E01026247,6,6
E01026248,2,3
E01026249,2,5
E01026250,5,4
E01026251,6,7
E01026252,6,7
E01026253,5,4
E01026254,5,4
E01026255,6,6
E01026256,5,4
E01026257,6,6
E01026258,6,8
E01026259,2,4
E01026260,6,6
E01026262,7,8
E01026263,1,9
E01026264,6,6
E01026265,6,6
E01026266,6,6
E01026267,6,8
E01026268,5,4
E01026269,7,9
E01026270,5,3
E01026271,5,4
E01026272,6,7
E01026273,7,9
E01026274,7,9
E01026275,6,7
E01026276,6,5
E01026277,4,2
E01026278,5,4
E01026279,5,5
E01026280,6,4
E01026281,1,7
E01026282,6,6
E01026283,2,5
E01026284,6,6
E01026285,6,4
E01026286,6,5
E01026287,6,5
E01026288,5,4
E01026289,7,9
E01026290,2,5
E01026291,7,8
E01026292,7,9
E01026293,1,9
E01026294,7,10
E01026296,1,8
E01026297,6,7
E01026298,6,5
E01026299,6,7
E01026300,7,10
E01026301,7,10
E01026302,7,10
E01026303,7,10
E01026304,1,9
E01026305,7,10
E01026306,6,6
E01026307,7,10
E01026308,9,1
E01026309,6,6
E01026310,5,3
E01026311,5,3
E01026312,9,2
E01026313,1,8
E01026314,6,8
E01026315,2,6
E01026316,2,6
E01026317,5,4
E01026318,8,4
E01026319,1,8
E01026320,1,10
E01026321,7,9
E01026322,1,8
E01026323,5,4
E01026324,7,10
E01026325,5,3
E01026326,6,6
E01026327,5,4
E01026328,9,2
E01026329,6,7
E01026330,2,7
E01026331,2,6
E01026332,2,6
E01026333,1,7
E01026334,1,9
E01026335,6,8
E01026336,5,4
E01026337,7,9
E01026338,1,7
E01026339,6,6
E01026340,6,7
E01026341,6,7
E01026342,1,9
E01026343,5,4
E01026344,6,7
E01026345,5,5
E01026346,7,9
E01026347,7,9
E01026348,6,7
E01026349,6,6
E01026350,1,7
E01026351,6,7
E01026352,7,10
E01026353,5,3
E01026354,1,9
E01026355,7,9
E01026356,1,10
E01026357,7,10
E01026358,7,10
E01026359,7,10
E01026360,7,9
E01026361,6,6
E01026362,7,10
E01026363,1,8
E01026364,7,10
E01026365,1,8
E01026366,5,4
E01026367,8,4
E01026368,6,8
E01026369,6,7
E01026370,7,9
E01026371,7,9
E01026372,1,8
E01026373,2,5
E01026374,9,1
E01026375,9,1
E01026376,4,2
E01026377,5,3
E01026378,9,2
E01026379,4,2
E01026380,6,6
E01026381,4,2
E01026382,4,2
E01026383,10,1
E01026384,9,1
E01026385,2,4
E01026386,5,3
E01026387,2,6
E01026388,1,7
E01026389,5,4
E01026390,5,5
E01026391,1,6
E01026392,1,7
E01026393,7,10
E01026394,7,8
E01026395,7,10
E01026396,7,9
E01026397,1,7
E01026398,6,7
E01026399,6,6
E01026400,1,8
E01026401,7,9
E01026402,7,9
E01026403,2,5
E01026404,6,6
E01026405,1,9
E01026406,1,9
E01026407,8,5
E01026408,6,6
E01026409,2,5
E01026410,6,5
E01026411,2,6
E01026412,6,7
E01026413,7,10
E01026414,2,5
E01026415,3,3
E01026416,3,4
E01026419,2,5
E01026420,6,7
E01026421,2,7
E01026422,7,9
E01026423,6,5
E01026424,6,6
E01026425,4,2
E01026426,5,3
E01026427,6,7
E01026428,6,5
E01026429,5,4
E01026430,6,5
E01026431,6,5
E01026432,7,8
E01026433,6,5
E01026434,6,7
E01026435,2,5
E01026436,6,7
E01026437,6,6
E01026438,2,5
E01026439,7,8
E01026440,2,6
E01026441,6,6
E01026442,2,5
E01026443,2,5
E01026444,2,4
E01026445,6,5
E01026446,6,6
E01026447,5,3
E01026448,1,9
E01026449,6,6
E01026450,7,8
E01026451,6,6
E01026452,1,6
E01026453,2,3
E01026454,7,9
E01026455,3,2
E01026456,6,7
E01026457,6,6
E01026458,5,3
E01026459,4,3
E01026461,7,8
E01026462,1,6
E01026464,2,5
E01026465,5,3
E01026466,5,5
E01026467,4,1
E01026468,5,4
E01026469,6,7
E01026470,1,8
E01026471,1,7
E01026472,7,8
E01026473,7,8
E01026474,5,4
E01026475,6,6
E01026476,5,3
E01026477,4,2
E01026478,4,2
E01026479,6,6
E01026480,6,8
E01026481,2,5
E01026483,8,3
E01026484,2,6
E01026485,2,5
E01026486,6,6
E01026487,6,5
E01026488,4,2
E01026489,6,6
E01026490,6,7
E01026491,2,5
E01026492,6,6
E01026493,6,5
E01026494,2,6
E01026495,5,4
E01026496,6,6
E01026497,7,9
E01026498,6,6
E01026499,5,4
E01026500,7,8
E01026501,2,5
E01026502,7,8
E01026503,7,9
E01026504,1,7
E01026505,6,5
E01026506,7,10
E01026507,7,10
E01026508,6,7
E01026509,1,9
E01026510,7,10
E01026511,2,4
E01026512,6,5
E01026513,7,9
E01026514,1,7
E01026515,1,7
E01026516,6,5
E01026517,1,7
E01026518,1,8
E01026519,1,8
E01026520,6,6
E01026521,7,10
E01026522,8,4
E01026523,8,4
E01026524,2,7
E01026525,2,5
E01026526,6,7
E01026527,7,9
E01026528,6,7
E01026529,6,5
E01026530,7,8
E01026531,7,8
E01026532,6,7
E01026533,1,6
E01026534,2,6
E01026535,1,6
E01026536,6,7
E01026537,7,9
E01026538,6,5
E01026539,2,5
E01026540,7,10
E01026541,6,6
E01026542,7,8
E01026543,7,9
E01026544,7,9
E01026545,6,7
E01026546,1,9
E01026547,8,7
E01026548,7,9
E01026549,6,6
E01026550,7,9
E01026551,6,8
E01026552,7,10
E01026553,6,6
E01026554,7,9
E01026555,6,6
E01026556,6,7
E01026557,7,9
E01026558,7,9
E01026559,7,8
E01026560,7,8
E01026561,7,9
E01026562,7,10
E01026563,1,9
E01026564,7,8
E01026565,6,6
E01026566,6,8
E01026567,7,10
E01026568,7,10
E01026569,6,6
E01026570,7,9
E01026571,7,8
E01026572,7,10
E01026573,5,5
E01026574,7,10
E01026575,5,5
E01026576,1,9
E01026577,1,8
E01026578,6,8
E01026579,6,7
E01026580,6,6
E01026581,7,9
E01026582,7,9
E01026583,5,5
E01026584,6,7
E01026585,6,5
E01026586,5,3
E01026587,7,8
E01026588,6,7
E01026589,5,5
E01026590,6,6
E01026591,5,5
E01026592,4,2
E01026593,6,7
E01026594,5,5
E01026595,9,1
E01026596,4,2
E01026597,10,1
E01026598,9,1
E01026599,9,1
E01026600,4,2
E01026601,4,2
E01026602,5,3
E01026603,10,1
E01026604,10,1
E01026605,6,6
E01026606,5,4
E01026607,5,2
E01026608,6,6
E01026609,2,4
E01026610,8,4
E01026611,6,5
E01026612,1,6
E01026613,1,6
E01026614,3,3
E01026615,6,6
E01026616,6,6
E01026617,4,3
E01026618,5,5
E01026619,9,1
E01026620,9,1
E01026621,4,3
E01026622,10,1
E01026623,9,1
E01026624,10,1
E01026625,10,1
E01026626,9,1
E01026627,6,6
E01026628,6,4
E01026629,6,6
E01026630,4,2
E01026631,5,3
E01026632,5,3
E01026633,4,2
E01026634,4,2
E01026635,9,1
E01026636,2,4
E01026637,6,6
E01026638,5,4
E01026639,5,3
E01026640,5,3
E01026641,9,1
E01026642,6,7
E01026643,6,4
E01026644,7,10
E01026645,2,4
E01026646,8,4
E01026647,6,5
E01026648,5,4
E01026649,6,6
E01026650,2,5
E01026651,6,5
E01026652,5,3
E01026653,6,8
E01026654,5,5
E01026655,6,7
E01026656,2,4
E01026659,5,3
E01026660,5,4
E01026661,5,4
E01026662,4,2
E01026663,4,3
E01026664,6,6
E01026665,8,3
E01026666,9,1
E01026667,8,4
E01026668,5,4
E01026669,6,6
E01026670,5,3
E01026671,7,8
E01026672,6,6
E01026673,1,7
E01026674,6,5
E01026675,6,6
E01026676,6,5
E01026677,5,4
E01026678,6,6
E01026679,6,5
E01026680,9,1
E01026681,2,5
E01026682,6,6
E01026683,5,3
E01026684,3,3
E01026685,5,3
E01026686,6,6
E01026687,9,1
E01026688,9,1
E01026689,5,2
E01026690,9,1
E01026691,7,9
E01026692,7,9
E01026693,5,5
E01026694,2,3
E01026695,2,4
E01026696,5,3
E01026697,5,4
E01026698,4,3
E01026699,9,1
E01026700,4,2
E01026701,6,6
E01026702,5,4
E01026703,6,5
E01026704,9,1
E01026705,5,4
E01026706,8,4
E01026707,6,5
E01026708,7,9
E01026709,7,10
E01026710,1,7
E01026711,5,2
E01026712,6,5
E01026713,6,4
E01026714,7,9
E01026715,6,5
E01026716,3,2
E01026717,3,2
E01026718,8,5
E01026719,3,3
E01026720,6,4
E01026721,5,3
E01026722,6,6
E01026723,1,7
E01026724,6,5
E01026725,6,5
E01026726,8,5
E01026727,2,5
E01026728,6,5
E01026729,2,5
E01026730,6,6
E01026731,6,5
E01026732,2,4
E01026733,2,4
E01026734,4,2
E01026735,5,3
E01026736,3,3
E01026737,2,5
E01026738,2,5
E01026739,2,5
E01026740,2,3
E01026741,2,4
E01026742,1,9
E01026743,5,4
E01026744,5,4
E01026745,6,5
E01026746,1,7
E01026747,5,4
E01026748,1,7
E01026749,5,4
E01026750,5,3
E01026751,5,5
E01026752,5,4
E01026753,4,2
E01026754,6,7
E01026755,6,6
E01026756,5,4
E01026757,6,6
E01026758,6,6
E01026759,5,4
E01026760,6,6
E01026761,6,5
E01026762,2,4
E01026763,8,3
E01026764,6,6
E01026765,2,4
E01026766,2,5
E01026767,2,6
E01026768,2,5
E01026769,2,6
E01026770,8,5
E01026771,6,6
E01026772,7,8
E01026773,6,6
E01026774,6,6
E01026775,5,3
E01026776,8,5
E01026777,6,5
E01026778,6,7
E01026779,5,3
E01026780,2,4
E01026781,6,6
E01026782,2,3
E01026783,8,5
E01026784,5,4
E01026785,6,6
E01026786,2,3
E01026787,8,4
E01026788,2,5
E01026789,2,4
E01026790,2,5
E01026791,4,2
E01026792,5,3
E01026793,9,1
E01026794,5,4
E01026796,4,2
E01026797,6,6
E01026798,4,2
E01026799,5,3
E01026800,9,1
E01026801,6,7
E01026802,5,3
E01026803,4,2
E01026804,5,4
E01026805,4,2
E01026806,8,4
E01026807,5,4
E01026808,9,1
E01026809,9,1
E01026810,6,7
E01026811,7,10
E01026812,7,10
E01026813,7,10
E01026814,5,4
E01026815,7,10
E01026816,6,5
E01026817,4,3
E01026818,4,2
E01026819,9,1
E01026820,4,2
E01026821,4,2
E01026822,4,2
E01026823,5,4
E01026824,9,1
E01026825,5,3
E01026826,9,1
E01026827,10,1
E01026828,4,2
E01026829,4,2
E01026830,9,1
E01026831,8,4
E01026832,9,1
E01026833,9,1
E01026834,4,2
E01026835,7,8
E01026836,7,10
E01026837,8,6
E01026838,7,10
E01026839,7,9
E01026840,7,8
E01026841,8,4
E01026842,8,6
E01026843,5,3
E01026844,4,2
E01026845,8,5
E01026846,8,4
E01026848,9,1
E01026849,7,8
E01026850,8,4
E01026852,7,9
E01026853,4,3
E01026855,7,8
E01026856,7,8
E01026857,7,9
E01026858,4,2
E01026859,5,4
E01026860,7,10
E01026861,5,3
E01026862,6,6
E01026863,6,6
E01026864,5,4
E01026865,4,2
E01026866,5,4
E01026867,9,1
E01026868,4,1
E01026869,9,1
E01026870,6,6
E01026871,7,9
E01026872,8,6
E01026873,2,5
E01026874,2,4
E01026875,1,9
E01026876,2,7
E01026877,2,5
E01026878,2,5
E01026879,6,5
E01026880,1,8
E01026881,1,7
E01026882,1,10
E01026883,1,7
E01026884,5,4
E01026885,2,7
E01026886,2,6
E01026887,8,6
E01026888,5,4
E01026889,6,7
E01026891,5,5
E01026892,6,5
E01026893,7,7
E01026894,2,4
E01026895,7,8
E01026896,2,6
E01026897,1,7
E01026898,8,4
E01026899,2,6
E01026900,6,6
E01026901,7,9
E01026902,6,6
E01026903,1,7
E01026904,1,7
E01026905,5,4
E01026906,7,10
E01026907,7,10
E01026908,7,10
E01026909,5,5
E01026910,2,7
E01026911,5,5
E01026912,7,8
E01026913,7,8
E01026914,1,7
E01026915,7,10
E01026916,7,9
E01026917,6,8
E01026918,6,8
E01026919,6,7
E01026920,2,6
E01026921,7,8
E01026922,6,6
E01026924,6,6
E01026925,5,4
E01026926,7,10
E01026927,7,10
E01026928,6,7
E01026929,1,8
E01026930,1,8
E01026931,7,8
E01026932,6,8
E01026933,7,9
E01026934,6,7
E01026935,2,5
E01026936,7,9
E01026937,1,7
E01026938,7,8
E01026939,1,7
E01026940,6,5
E01026941,2,7
E01026942,7,9
E01026943,2,4
E01026944,8,6
E01026945,7,10
E01026946,7,9
E01026947,2,6
E01026948,1,7
E01026949,4,2
E01026950,4,1
E01026951,4,2
E01026952,5,4
E01026953,6,5
E01026954,4,2
E01026955,7,9
E01026956,5,4
E01026957,4,2
E01026958,5,3
E01026959,4,3
E01026960,9,1
E01026961,4,2
E01026962,5,3
E01026963,4,2
E01026965,9,1
E01026966,4,2
E01026967,5,3
E01026968,10,1
E01026969,5,3
E01026970,6,5
E01026971,6,5
E01026972,5,3
E01026973,6,5
E01026974,6,6
E01026975,4,2
E01026976,4,3
E01026977,1,8
E01026978,6,7
E01026979,7,8
E01026980,1,8
E01026981,6,5
E01026982,5,3
E01026983,5,3
E01026984,5,3
E01026985,6,5
E01026986,6,6
E01026987,6,7
E01026988,5,4
E01026989,6,6
E01026990,7,9
E01026991,7,7
E01026992,4,3
E01026993,1,8
E01026994,1,7
E01026997,7,9
E01026998,1,9
E01026999,6,7
E01027000,7,8
E01027001,7,10
E01027002,1,9
E01027003,7,9
E01027004,1,8
E01027005,2,6
E01027006,7,9
E01027007,5,4
E01027008,1,8
E01027009,5,3
E01027010,6,7
E01027011,2,6
E01027012,5,4
E01027013,9,1
E01027014,7,10
E01027015,7,10
E01027016,1,9
E01027017,6,5
E01027018,7,9
E01027019,6,7
E01027020,7,9
E01027021,1,9
E01027022,1,8
E01027023,1,8
E01027024,1,7
E01027025,6,6
E01027026,1,8
E01027027,7,10
E01027028,7,8
E01027029,6,6
E01027030,2,6
E01027031,2,7
E01027032,2,6
E01027033,1,7
E01027034,6,6
E01027035,3,3
E01027037,7,10
E01027038,5,3
E01027039,6,6
E01027040,7,8
E01027041,4,2
E01027042,1,9
E01027043,1,7
E01027044,1,8
E01027045,1,6
E01027046,7,10
E01027047,6,6
E01027048,7,10
E01027049,7,10
E01027050,1,8
E01027051,6,6
E01027052,7,9
E01027053,7,9
E01027054,7,8
E01027055,6,7
E01027056,5,3
E01027057,6,6
E01027058,5,3
E01027059,6,5
E01027060,5,3
E01027061,6,5
E01027062,6,6
E01027063,7,9
E01027064,7,8
E01027065,5,3
E01027066,1,8
E01027067,7,10
E01027068,7,10
E01027069,5,4
E01027070,6,8
E01027071,7,8
E01027072,4,2
E01027073,6,6
E01027074,7,9
E01027075,7,10
E01027076,6,8
E01027077,7,10
E01027078,1,6
E01027079,8,6
E01027080,7,9
E01027081,4,3
E01027082,5,3
E01027083,9,1
E01027084,7,9
E01027085,6,6
E01027086,7,10
E01027087,1,8
E01027088,7,9
E01027089,1,7
E01027090,1,6
E01027091,5,4
E01027092,5,5
E01027094,7,9
E01027095,6,6
E01027096,7,8
E01027097,6,8
E01027098,7,8
E01027099,7,9
E01027100,6,6
E01027101,6,8
E01027102,6,7
E01027103,7,8
E01027104,5,3
E01027105,5,2
E01027106,5,3
E01027107,7,8
E01027108,7,9
E01027109,6,6
E01027110,9,1
E01027111,5,3
E01027112,5,3
E01027113,6,5
E01027114,6,5
E01027115,7,9
E01027116,1,9
E01027117,1,7
E01027119,5,4
E01027120,7,9
E01027121,7,10
E01027122,7,9
E01027123,6,5
E01027124,4,3
E01027125,7,10
